tweet,original_sentiment,conllu_parse
Welcome to Maplins. #coronavirus #Boris,positive,"# text = Welcome to Maplins.
1	Welcome	welcome	VERB	VBP	_	0	ROOT	_	_
2	to	to	ADP	IN	_	1	prep	_	_
3	Maplins	Maplins	PROPN	NNP	_	2	pobj	_	_
4	.	.	PUNCT	.	_	1	punct	_	_

# text = #coronavirus #Boris
1	#	#	SYM	$	_	2	nummod	_	_
2	coronavirus	coronavirus	NOUN	NN	_	0	ROOT	_	_
3	#	#	SYM	$	_	2	appos	_	_
4	Boris	Boris	PROPN	NNP	_	2	appos	_	_"
"I still can't believe someone replied "" come to brazil !!! "" to a tweet about the coronavirus being in LA lmao",neutral,"# text = I still can't believe someone replied "" come to brazil !!! ""
1	I	I	PRON	PRP	_	5	nsubj	_	_
2	still	still	ADV	RB	_	5	advmod	_	_
3	ca	can	AUX	MD	_	5	aux	_	_
4	n't	not	PART	RB	_	5	neg	_	_
5	believe	believe	VERB	VB	_	0	ROOT	_	_
6	someone	someone	PRON	NN	_	7	nsubj	_	_
7	replied	reply	VERB	VBD	_	5	ccomp	_	_
8	""	""	PUNCT	``	_	7	punct	_	_
9	come	come	VERB	VB	_	5	ccomp	_	_
10	to	to	ADP	IN	_	9	prep	_	_
11	brazil	brazil	PROPN	NNP	_	10	pobj	_	_
12	!	!	PUNCT	.	_	5	punct	_	_
13	!	!	PUNCT	.	_	5	punct	_	_
14	!	!	PUNCT	.	_	5	punct	_	_
15	""	""	PUNCT	''	_	5	punct	_	_

# text = to a tweet about the coronavirus being in LA lmao
1	to	to	ADP	IN	_	0	ROOT	_	_
2	a	a	DET	DT	_	3	det	_	_
3	tweet	tweet	NOUN	NN	_	1	pobj	_	_
4	about	about	ADP	IN	_	3	prep	_	_
5	the	the	DET	DT	_	6	det	_	_
6	coronavirus	coronavirus	NOUN	NN	_	7	compound	_	_
7	being	be	AUX	VBG	_	4	pobj	_	_
8	in	in	ADP	IN	_	7	prep	_	_
9	LA	LA	PROPN	NNP	_	10	compound	_	_
10	lmao	lmao	PROPN	NNP	_	8	pobj	_	_"
China coronavirus death toll climbs to 80 as government scrambles to contain outbreak,neutral,"# text = China coronavirus death toll climbs to 80 as government scrambles to contain outbreak
1	China	China	PROPN	NNP	_	2	nsubj	_	_
2	coronavirus	coronavirus	NOUN	NN	_	4	compound	_	_
3	death	death	NOUN	NN	_	4	compound	_	_
4	toll	toll	NOUN	NN	_	5	nsubj	_	_
5	climbs	climb	VERB	VBZ	_	0	ROOT	_	_
6	to	to	ADP	IN	_	5	prep	_	_
7	80	80	NUM	CD	_	6	pobj	_	_
8	as	as	SCONJ	IN	_	10	mark	_	_
9	government	government	NOUN	NN	_	10	compound	_	_
10	scrambles	scramble	VERB	VBZ	_	5	advcl	_	_
11	to	to	PART	TO	_	12	aux	_	_
12	contain	contain	VERB	VB	_	10	advcl	_	_
13	outbreak	outbreak	NOUN	NN	_	12	dobj	_	_"
"@narendramodi Sir do something about corona virus and safe life's of India , Jai Hind",positive,"# text = @narendramodi Sir do something about corona virus and safe life's of India , Jai Hind
1	@narendramodi	@narendramodi	PRON	PRP	_	3	nsubj	_	_
2	Sir	Sir	PROPN	NNP	_	3	npadvmod	_	_
3	do	do	VERB	VB	_	0	ROOT	_	_
4	something	something	PRON	NN	_	3	dobj	_	_
5	about	about	ADP	IN	_	4	prep	_	_
6	corona	corona	PROPN	NNP	_	7	compound	_	_
7	virus	virus	NOUN	NN	_	5	pobj	_	_
8	and	and	CCONJ	CC	_	7	cc	_	_
9	safe	safe	ADJ	JJ	_	10	amod	_	_
10	life	life	NOUN	NN	_	7	conj	_	_
11	's	's	PART	POS	_	10	case	_	_
12	of	of	ADP	IN	_	10	prep	_	_
13	India	India	PROPN	NNP	_	12	pobj	_	_
14	,	,	PUNCT	,	_	3	punct	_	_
15	Jai	Jai	PROPN	NNP	_	16	compound	_	_
16	Hind	Hind	PROPN	NNP	_	3	npadvmod	_	_"
Criminal groups are using email scams to exploit coronavirus fears,negative,"# text = Criminal groups are using email scams to exploit coronavirus fears
1	Criminal	criminal	ADJ	JJ	_	2	amod	_	_
2	groups	group	NOUN	NNS	_	4	nsubj	_	_
3	are	be	AUX	VBP	_	4	aux	_	_
4	using	use	VERB	VBG	_	0	ROOT	_	_
5	email	email	NOUN	NN	_	6	compound	_	_
6	scams	scam	NOUN	NNS	_	4	dobj	_	_
7	to	to	PART	TO	_	8	aux	_	_
8	exploit	exploit	VERB	VB	_	4	xcomp	_	_
9	coronavirus	coronavirus	NOUN	NN	_	10	compound	_	_
10	fears	fear	NOUN	NNS	_	8	dobj	_	_"
3 clusters of cases half a world apart demonstrate how the coronavirus could grow beyond its epicenter,negative,"# text = 3 clusters of cases half a world apart demonstrate how the coronavirus could grow beyond its epicenter
1	3	3	NUM	CD	_	2	nummod	_	_
2	clusters	cluster	NOUN	NNS	_	9	nsubj	_	_
3	of	of	ADP	IN	_	2	prep	_	_
4	cases	case	NOUN	NNS	_	3	pobj	_	_
5	half	half	DET	PDT	_	7	predet	_	_
6	a	a	DET	DT	_	7	det	_	_
7	world	world	NOUN	NN	_	8	npadvmod	_	_
8	apart	apart	ADV	RB	_	9	advmod	_	_
9	demonstrate	demonstrate	VERB	VB	_	0	ROOT	_	_
10	how	how	SCONJ	WRB	_	14	advmod	_	_
11	the	the	DET	DT	_	12	det	_	_
12	coronavirus	coronavirus	NOUN	NN	_	14	nsubj	_	_
13	could	could	AUX	MD	_	14	aux	_	_
14	grow	grow	VERB	VB	_	9	ccomp	_	_
15	beyond	beyond	ADP	IN	_	14	prep	_	_
16	its	its	PRON	PRP$	_	17	poss	_	_
17	epicenter	epicenter	NOUN	NN	_	15	pobj	_	_"
Anyone else starting to think Corona Virus is China's Chernobyl and they don't want the west to know just had bad it really is?,negative,"# text = Anyone else starting to think Corona Virus is China's Chernobyl and they don't want the west to know just had bad it really is?
1	Anyone	anyone	PRON	NN	_	22	nsubj	_	_
2	else	else	ADV	RB	_	1	advmod	_	_
3	starting	start	VERB	VBG	_	1	acl	_	_
4	to	to	PART	TO	_	5	aux	_	_
5	think	think	VERB	VB	_	3	xcomp	_	_
6	Corona	Corona	PROPN	NNP	_	7	compound	_	_
7	Virus	Virus	PROPN	NNP	_	8	nsubj	_	_
8	is	be	AUX	VBZ	_	5	ccomp	_	_
9	China	China	PROPN	NNP	_	11	poss	_	_
10	's	's	PART	POS	_	9	case	_	_
11	Chernobyl	Chernobyl	PROPN	NNP	_	8	attr	_	_
12	and	and	CCONJ	CC	_	1	cc	_	_
13	they	they	PRON	PRP	_	16	nsubj	_	_
14	do	do	AUX	VBP	_	16	aux	_	_
15	n't	not	PART	RB	_	16	neg	_	_
16	want	want	VERB	VB	_	1	conj	_	_
17	the	the	DET	DT	_	18	det	_	_
18	west	west	NOUN	NN	_	20	nsubj	_	_
19	to	to	PART	TO	_	20	aux	_	_
20	know	know	VERB	VB	_	16	ccomp	_	_
21	just	just	ADV	RB	_	22	advmod	_	_
22	had	have	VERB	VBD	_	0	ROOT	_	_
23	bad	bad	ADJ	JJ	_	26	acomp	_	_
24	it	it	PRON	PRP	_	26	nsubj	_	_
25	really	really	ADV	RB	_	26	advmod	_	_
26	is	be	AUX	VBZ	_	22	ccomp	_	_
27	?	?	PUNCT	.	_	26	punct	_	_"
CORONA VIRUS via @YouTube,neutral,"# text = CORONA VIRUS via @YouTube
1	CORONA	CORONA	PROPN	NNP	_	2	compound	_	_
2	VIRUS	VIRUS	PROPN	NNP	_	0	ROOT	_	_
3	via	via	ADP	IN	_	2	prep	_	_
4	@YouTube	@youtube	NOUN	NN	_	3	pobj	_	_"
"I don't think the coronavirus is real, it's kind of like the cheese touch but for chinese people.",positive,"# text = I don't think the coronavirus is real, it's kind of like the cheese touch but for chinese people.
1	I	I	PRON	PRP	_	4	nsubj	_	_
2	do	do	AUX	VBP	_	4	aux	_	_
3	n't	not	PART	RB	_	4	neg	_	_
4	think	think	VERB	VB	_	11	ccomp	_	_
5	the	the	DET	DT	_	6	det	_	_
6	coronavirus	coronavirus	NOUN	NN	_	7	nsubj	_	_
7	is	be	AUX	VBZ	_	4	ccomp	_	_
8	real	real	ADJ	JJ	_	7	acomp	_	_
9	,	,	PUNCT	,	_	11	punct	_	_
10	it	it	PRON	PRP	_	11	nsubj	_	_
11	's	be	AUX	VBZ	_	0	ROOT	_	_
12	kind	kind	ADV	RB	_	13	advmod	_	_
13	of	of	ADV	RB	_	14	advmod	_	_
14	like	like	ADP	IN	_	11	prep	_	_
15	the	the	DET	DT	_	17	det	_	_
16	cheese	cheese	NOUN	NN	_	17	compound	_	_
17	touch	touch	NOUN	NN	_	14	pobj	_	_
18	but	but	CCONJ	CC	_	14	cc	_	_
19	for	for	ADP	IN	_	14	conj	_	_
20	chinese	chinese	ADJ	JJ	_	21	amod	_	_
21	people	people	NOUN	NNS	_	19	pobj	_	_
22	.	.	PUNCT	.	_	11	punct	_	_"
@qikipedia That will come in useful when avoiding the corona virus.,neutral,"# text = @qikipedia That will come in useful when avoiding the corona virus.
1	@qikipedia	@qikipedia	PROPN	NNP	_	4	npadvmod	_	_
2	That	that	PRON	DT	_	4	nsubj	_	_
3	will	will	AUX	MD	_	4	aux	_	_
4	come	come	VERB	VB	_	0	ROOT	_	_
5	in	in	ADP	RP	_	4	prep	_	_
6	useful	useful	ADJ	JJ	_	4	acomp	_	_
7	when	when	SCONJ	WRB	_	8	advmod	_	_
8	avoiding	avoid	VERB	VBG	_	4	advcl	_	_
9	the	the	DET	DT	_	11	det	_	_
10	corona	corona	PROPN	NNP	_	11	compound	_	_
11	virus	virus	NOUN	NN	_	8	dobj	_	_
12	.	.	PUNCT	.	_	4	punct	_	_"
This coronavirus outbreak ain't no joke!,neutral,"# text = This coronavirus outbreak ain't no joke!
1	This	this	DET	DT	_	3	det	_	_
2	coronavirus	coronavirus	NOUN	NN	_	3	compound	_	_
3	outbreak	outbreak	NOUN	NN	_	4	nsubj	_	_
4	ai	be	VERB	VBP	_	0	ROOT	_	_
5	n't	not	PART	RB	_	4	neg	_	_
6	no	no	DET	DT	_	7	det	_	_
7	joke	joke	NOUN	NN	_	4	attr	_	_
8	!	!	PUNCT	.	_	4	punct	_	_"
Who got coronavirus i need to make sure shes ok,positive,"# text = Who got coronavirus i need to make sure shes ok
1	Who	who	PRON	WP	_	2	nsubj	_	_
2	got	get	VERB	VBD	_	0	ROOT	_	_
3	coronavirus	coronavirus	NOUN	NN	_	2	dobj	_	_
4	i	I	PRON	PRP	_	5	nsubj	_	_
5	need	need	VERB	VBP	_	3	relcl	_	_
6	to	to	PART	TO	_	7	aux	_	_
7	make	make	VERB	VB	_	5	xcomp	_	_
8	sure	sure	ADJ	JJ	_	7	ccomp	_	_
9	she	she	PRON	PRP	_	10	nsubj	_	_
10	s	s	VERB	VBZ	_	8	ccomp	_	_
11	ok	ok	ADJ	JJ	_	2	ccomp	_	_"
I swear to god if Hurricane don't win #beovizija2020 I'm gonna hope Coronavirus cancel Eurovision,positive,"# text = I swear to god if Hurricane don't win #beovizija2020 I'm gonna hope Coronavirus cancel Eurovision
1	I	I	PRON	PRP	_	2	nsubj	_	_
2	swear	swear	VERB	VBP	_	0	ROOT	_	_
3	to	to	ADP	IN	_	2	prep	_	_
4	god	god	PROPN	NNP	_	3	pobj	_	_
5	if	if	SCONJ	IN	_	9	mark	_	_
6	Hurricane	Hurricane	PROPN	NNP	_	9	nsubj	_	_
7	do	do	AUX	VBP	_	9	aux	_	_
8	n't	not	PART	RB	_	9	neg	_	_
9	win	win	VERB	VB	_	14	advcl	_	_
10	#	#	SYM	$	_	11	det	_	_
11	beovizija2020	beovizija2020	PROPN	NNP	_	9	dobj	_	_
12	I	I	PRON	PRP	_	14	nsubj	_	_
13	'm	be	AUX	VBP	_	14	aux	_	_
14	gon	go	VERB	VBG	_	2	ccomp	_	_
15	na	to	PART	TO	_	16	aux	_	_
16	hope	hope	VERB	VB	_	14	xcomp	_	_
17	Coronavirus	Coronavirus	PROPN	NNP	_	18	compound	_	_
18	cancel	cancel	NOUN	NN	_	19	compound	_	_
19	Eurovision	Eurovision	PROPN	NNP	_	16	dobj	_	_"
Man Utd star Odion Ighalo banned from Carrington training base amid coronavirus fears,negative,"# text = Man Utd star Odion Ighalo banned from Carrington training base amid coronavirus fears
1	Man	Man	PROPN	NNP	_	2	compound	_	_
2	Utd	Utd	PROPN	NNP	_	3	compound	_	_
3	star	star	NOUN	NN	_	5	compound	_	_
4	Odion	Odion	PROPN	NNP	_	5	compound	_	_
5	Ighalo	Ighalo	PROPN	NNP	_	6	nsubj	_	_
6	banned	ban	VERB	VBD	_	0	ROOT	_	_
7	from	from	ADP	IN	_	6	prep	_	_
8	Carrington	Carrington	PROPN	NNP	_	10	compound	_	_
9	training	training	NOUN	NN	_	10	compound	_	_
10	base	base	NOUN	NN	_	7	pobj	_	_
11	amid	amid	ADP	IN	_	6	prep	_	_
12	coronavirus	coronavirus	NOUN	NN	_	13	compound	_	_
13	fears	fear	NOUN	NNS	_	11	pobj	_	_"
Stocks cutting losses after some positive coronavirus headlines hit the wires. S&P now flat. Be on guard.,negative,"# text = Stocks cutting losses after some positive coronavirus headlines hit the wires.
1	Stocks	stock	NOUN	NNS	_	2	nsubj	_	_
2	cutting	cut	VERB	VBG	_	0	ROOT	_	_
3	losses	loss	NOUN	NNS	_	2	dobj	_	_
4	after	after	SCONJ	IN	_	9	mark	_	_
5	some	some	DET	DT	_	8	det	_	_
6	positive	positive	ADJ	JJ	_	8	amod	_	_
7	coronavirus	coronavirus	NOUN	NN	_	8	compound	_	_
8	headlines	headline	NOUN	NNS	_	9	nsubj	_	_
9	hit	hit	VERB	VBD	_	2	advcl	_	_
10	the	the	DET	DT	_	11	det	_	_
11	wires	wire	NOUN	NNS	_	9	dobj	_	_
12	.	.	PUNCT	.	_	2	punct	_	_

# text = S&P now flat.
1	S&P	S&P	PROPN	NNP	_	0	ROOT	_	_
2	now	now	ADV	RB	_	3	advmod	_	_
3	flat	flat	ADJ	JJ	_	1	amod	_	_
4	.	.	PUNCT	.	_	1	punct	_	_

# text = Be on guard.
1	Be	be	AUX	VB	_	0	ROOT	_	_
2	on	on	ADP	IN	_	1	prep	_	_
3	guard	guard	NOUN	NN	_	2	pobj	_	_
4	.	.	PUNCT	.	_	1	punct	_	_"
@HillaryClinton Trump is not calling the corona virus a hoax again you Democrats are doing what you do best and that is twisting the truth!,positive,"# text = @HillaryClinton Trump is not calling the corona virus a hoax again you Democrats are doing what you do best
1	@HillaryClinton	@HillaryClinton	PROPN	NNP	_	2	compound	_	_
2	Trump	Trump	PROPN	NNP	_	5	nsubj	_	_
3	is	be	AUX	VBZ	_	5	aux	_	_
4	not	not	PART	RB	_	5	neg	_	_
5	calling	call	VERB	VBG	_	0	ROOT	_	_
6	the	the	DET	DT	_	8	det	_	_
7	corona	corona	PROPN	NNP	_	8	compound	_	_
8	virus	virus	NOUN	NN	_	5	dobj	_	_
9	a	a	DET	DT	_	10	det	_	_
10	hoax	hoax	ADJ	JJ	_	5	oprd	_	_
11	again	again	ADV	RB	_	15	advmod	_	_
12	you	you	PRON	PRP	_	13	nmod	_	_
13	Democrats	Democrats	PROPN	NNPS	_	15	nsubj	_	_
14	are	be	AUX	VBP	_	15	aux	_	_
15	doing	do	VERB	VBG	_	5	advcl	_	_
16	what	what	PRON	WP	_	18	dobj	_	_
17	you	you	PRON	PRP	_	18	nsubj	_	_
18	do	do	VERB	VBP	_	15	ccomp	_	_
19	best	good	ADJ	JJS	_	15	punct	_	_

# text = and that is twisting the truth!
1	and	and	CCONJ	CC	_	4	cc	_	_
2	that	that	PRON	DT	_	4	nsubj	_	_
3	is	be	AUX	VBZ	_	4	aux	_	_
4	twisting	twist	VERB	VBG	_	0	ROOT	_	_
5	the	the	DET	DT	_	6	det	_	_
6	truth	truth	NOUN	NN	_	4	dobj	_	_
7	!	!	PUNCT	.	_	4	punct	_	_"
@FrankFigliuzzi1 Kind of makes you wonder if the coronavirus was given by Trumps dear buddy Kim (North Korea),positive,"# text = @FrankFigliuzzi1 Kind of makes you wonder if the coronavirus was given by Trumps dear buddy Kim (North Korea)
1	@FrankFigliuzzi1	@frankfigliuzzi1	X	ADD	_	4	dep	_	_
2	Kind	kind	ADV	RB	_	3	advmod	_	_
3	of	of	ADV	RB	_	4	advmod	_	_
4	makes	make	VERB	VBZ	_	0	ROOT	_	_
5	you	you	PRON	PRP	_	6	nsubj	_	_
6	wonder	wonder	VERB	VB	_	4	ccomp	_	_
7	if	if	SCONJ	IN	_	11	mark	_	_
8	the	the	DET	DT	_	9	det	_	_
9	coronavirus	coronavirus	NOUN	NN	_	11	nsubjpass	_	_
10	was	be	AUX	VBD	_	11	auxpass	_	_
11	given	give	VERB	VBN	_	6	advcl	_	_
12	by	by	ADP	IN	_	11	agent	_	_
13	Trumps	Trumps	PROPN	NNPS	_	12	pobj	_	_
14	dear	dear	ADJ	JJ	_	15	amod	_	_
15	buddy	buddy	NOUN	NN	_	13	appos	_	_
16	Kim	Kim	PROPN	NNP	_	15	appos	_	_
17	(	(	PUNCT	-LRB-	_	16	punct	_	_
18	North	North	PROPN	NNP	_	19	compound	_	_
19	Korea	Korea	PROPN	NNP	_	16	appos	_	_
20	)	)	PUNCT	-RRB-	_	4	punct	_	_"
See #coronavirus thread by @JohnBWellsCTM,neutral,"# text = See #coronavirus thread by @JohnBWellsCTM
1	See	see	VERB	VB	_	0	ROOT	_	_
2	#	#	SYM	$	_	1	punct	_	_
3	coronavirus	coronavirus	NOUN	NN	_	4	compound	_	_
4	thread	thread	NOUN	NN	_	1	dobj	_	_
5	by	by	ADP	IN	_	1	agent	_	_
6	@JohnBWellsCTM	@JohnBWellsCTM	PROPN	NNP	_	5	pobj	_	_"
Airlines suspend China flights due to coronavirus outbreak -,negative,"# text = Airlines suspend China flights due to coronavirus outbreak -
1	Airlines	airline	NOUN	NNS	_	2	nsubj	_	_
2	suspend	suspend	VERB	VBP	_	0	ROOT	_	_
3	China	China	PROPN	NNP	_	4	compound	_	_
4	flights	flight	NOUN	NNS	_	2	dobj	_	_
5	due	due	ADJ	JJ	_	2	prep	_	_
6	to	to	ADP	IN	_	5	pcomp	_	_
7	coronavirus	coronavirus	NOUN	NN	_	8	compound	_	_
8	outbreak	outbreak	NOUN	NN	_	2	dobj	_	_
9	-	-	PUNCT	HYPH	_	2	punct	_	_"
Dr. Robert Siegel: Coronavirus epidemic could be contained in months – Global pandemic unlikely,negative,"# text = Dr. Robert Siegel: Coronavirus epidemic could be contained in months – Global pandemic unlikely
1	Dr.	Dr.	PROPN	NNP	_	3	compound	_	_
2	Robert	Robert	PROPN	NNP	_	3	compound	_	_
3	Siegel	Siegel	PROPN	NNP	_	9	nsubjpass	_	_
4	:	:	PUNCT	:	_	3	punct	_	_
5	Coronavirus	Coronavirus	PROPN	NNP	_	6	compound	_	_
6	epidemic	epidemic	NOUN	NN	_	9	nsubjpass	_	_
7	could	could	AUX	MD	_	9	aux	_	_
8	be	be	AUX	VB	_	9	auxpass	_	_
9	contained	contain	VERB	VBN	_	0	ROOT	_	_
10	in	in	ADP	IN	_	9	prep	_	_
11	months	month	NOUN	NNS	_	10	pobj	_	_
12	–	–	PUNCT	:	_	9	punct	_	_
13	Global	global	ADJ	JJ	_	14	amod	_	_
14	pandemic	pandemic	ADJ	JJ	_	15	amod	_	_
15	unlikely	unlikely	ADJ	JJ	_	9	appos	_	_"
Please stay safe because Corona Virus is really spreading and it's actually worst please stay safe üôè,neutral,"# text = Please stay safe because Corona Virus is really spreading
1	Please	please	INTJ	UH	_	2	intj	_	_
2	stay	stay	VERB	VB	_	0	ROOT	_	_
3	safe	safe	ADJ	JJ	_	2	acomp	_	_
4	because	because	SCONJ	IN	_	9	mark	_	_
5	Corona	Corona	PROPN	NNP	_	6	compound	_	_
6	Virus	Virus	PROPN	NNP	_	9	nsubj	_	_
7	is	be	AUX	VBZ	_	9	aux	_	_
8	really	really	ADV	RB	_	9	advmod	_	_
9	spreading	spread	VERB	VBG	_	2	advcl	_	_

# text = and it's actually worst please stay safe üôè
1	and	and	CCONJ	CC	_	3	cc	_	_
2	it	it	PRON	PRP	_	3	nsubj	_	_
3	's	be	AUX	VBZ	_	0	ROOT	_	_
4	actually	actually	ADV	RB	_	3	advmod	_	_
5	worst	bad	ADJ	JJS	_	7	advmod	_	_
6	please	please	INTJ	UH	_	7	intj	_	_
7	stay	stay	VERB	VB	_	3	xcomp	_	_
8	safe	safe	ADJ	JJ	_	9	amod	_	_
9	üôè	üôè	NOUN	NN	_	7	attr	_	_"
UK declares 'serious and imminent threat to public health' over coronavirus,negative,"# text = UK declares 'serious and imminent threat to public health' over coronavirus
1	UK	UK	PROPN	NNP	_	2	nsubj	_	_
2	declares	declare	VERB	VBZ	_	0	ROOT	_	_
3	'	'	PUNCT	``	_	2	punct	_	_
4	serious	serious	ADJ	JJ	_	7	amod	_	_
5	and	and	CCONJ	CC	_	4	cc	_	_
6	imminent	imminent	ADJ	JJ	_	4	conj	_	_
7	threat	threat	NOUN	NN	_	2	dobj	_	_
8	to	to	ADP	IN	_	7	prep	_	_
9	public	public	ADJ	JJ	_	10	amod	_	_
10	health	health	NOUN	NN	_	8	pobj	_	_
11	'	'	PUNCT	''	_	10	punct	_	_
12	over	over	ADP	IN	_	10	prep	_	_
13	coronavirus	coronavirus	NOUN	NN	_	12	pobj	_	_"
The 10th ASEAN Paragames has been called off due to the outbreak of the Coronavirus Disease 2019 outbreak. #news,negative,"# text = The 10th ASEAN Paragames has been called off due to the outbreak of the Coronavirus Disease 2019 outbreak.
1	The	the	DET	DT	_	4	det	_	_
2	10th	10th	ADJ	JJ	_	3	amod	_	_
3	ASEAN	ASEAN	PROPN	NNP	_	4	compound	_	_
4	Paragames	Paragames	PROPN	NNPS	_	7	nsubjpass	_	_
5	has	have	AUX	VBZ	_	7	aux	_	_
6	been	be	AUX	VBN	_	7	auxpass	_	_
7	called	call	VERB	VBN	_	0	ROOT	_	_
8	off	off	ADP	RP	_	7	prt	_	_
9	due	due	ADP	IN	_	7	prep	_	_
10	to	to	ADP	IN	_	9	pcomp	_	_
11	the	the	DET	DT	_	12	det	_	_
12	outbreak	outbreak	NOUN	NN	_	9	pobj	_	_
13	of	of	ADP	IN	_	12	prep	_	_
14	the	the	DET	DT	_	18	det	_	_
15	Coronavirus	Coronavirus	PROPN	NNP	_	16	compound	_	_
16	Disease	Disease	PROPN	NNP	_	18	nmod	_	_
17	2019	2019	NUM	CD	_	16	nummod	_	_
18	outbreak	outbreak	NOUN	NN	_	13	pobj	_	_
19	.	.	PUNCT	.	_	7	punct	_	_

# text = #news
1	#	#	NOUN	NNS	_	2	nmod	_	_
2	news	news	NOUN	NN	_	0	ROOT	_	_"
This thread was more toxic than coronavirus,positive,"# text = This thread was more toxic than coronavirus
1	This	this	DET	DT	_	2	det	_	_
2	thread	thread	NOUN	NN	_	3	nsubj	_	_
3	was	be	AUX	VBD	_	0	ROOT	_	_
4	more	more	ADV	RBR	_	5	advmod	_	_
5	toxic	toxic	ADJ	JJ	_	3	acomp	_	_
6	than	than	ADP	IN	_	5	prep	_	_
7	coronavirus	coronavirus	NOUN	NN	_	6	pobj	_	_"
i hate the corona virus. everything we get is from china. so we can't get SHIT to do at work.,negative,"# text = i hate the corona virus.
1	i	I	PRON	PRP	_	2	nsubj	_	_
2	hate	hate	VERB	VBP	_	0	ROOT	_	_
3	the	the	DET	DT	_	5	det	_	_
4	corona	corona	PROPN	NNP	_	5	compound	_	_
5	virus	virus	NOUN	NN	_	2	dobj	_	_
6	.	.	PUNCT	.	_	2	punct	_	_

# text = everything we get is from china.
1	everything	everything	PRON	NN	_	4	nsubj	_	_
2	we	we	PRON	PRP	_	3	nsubj	_	_
3	get	get	VERB	VBP	_	1	relcl	_	_
4	is	be	AUX	VBZ	_	0	ROOT	_	_
5	from	from	ADP	IN	_	4	prep	_	_
6	china	china	PROPN	NNP	_	5	pobj	_	_
7	.	.	PUNCT	.	_	4	punct	_	_

# text = so we can't get SHIT to do at work.
1	so	so	ADV	RB	_	5	advmod	_	_
2	we	we	PRON	PRP	_	5	nsubj	_	_
3	ca	can	AUX	MD	_	5	aux	_	_
4	n't	not	PART	RB	_	5	neg	_	_
5	get	get	VERB	VB	_	0	ROOT	_	_
6	SHIT	shit	NOUN	NN	_	8	nsubj	_	_
7	to	to	PART	TO	_	8	aux	_	_
8	do	do	VERB	VB	_	5	ccomp	_	_
9	at	at	ADP	IN	_	8	prep	_	_
10	work	work	NOUN	NN	_	9	pobj	_	_
11	.	.	PUNCT	.	_	5	punct	_	_"
"Please send a coronavirus care package in the form of an ewallet. Thanking you kindly, Management.",positive,"# text = Please send a coronavirus care package in the form of an ewallet.
1	Please	please	INTJ	UH	_	2	intj	_	_
2	send	send	VERB	VB	_	0	ROOT	_	_
3	a	a	DET	DT	_	6	det	_	_
4	coronavirus	coronavirus	NOUN	NN	_	5	compound	_	_
5	care	care	NOUN	NN	_	6	compound	_	_
6	package	package	NOUN	NN	_	2	dobj	_	_
7	in	in	ADP	IN	_	2	prep	_	_
8	the	the	DET	DT	_	9	det	_	_
9	form	form	NOUN	NN	_	7	pobj	_	_
10	of	of	ADP	IN	_	9	prep	_	_
11	an	an	DET	DT	_	12	det	_	_
12	ewallet	ewallet	NOUN	NN	_	10	pobj	_	_
13	.	.	PUNCT	.	_	2	punct	_	_

# text = Thanking you kindly, Management.
1	Thanking	thank	VERB	VBG	_	0	ROOT	_	_
2	you	you	PRON	PRP	_	1	dobj	_	_
3	kindly	kindly	ADV	RB	_	1	advmod	_	_
4	,	,	PUNCT	,	_	1	punct	_	_
5	Management	Management	PROPN	NNP	_	1	npadvmod	_	_
6	.	.	PUNCT	.	_	1	punct	_	_"
More photos and videos emerge of Iranian doctors dancing #coronavirus,positive,"# text = More photos and videos emerge of Iranian doctors dancing #coronavirus
1	More	More	ADJ	JJR	_	2	amod	_	_
2	photos	photo	NOUN	NNS	_	5	nsubj	_	_
3	and	and	CCONJ	CC	_	2	cc	_	_
4	videos	video	NOUN	NNS	_	2	conj	_	_
5	emerge	emerge	VERB	VBP	_	0	ROOT	_	_
6	of	of	ADP	IN	_	5	prep	_	_
7	Iranian	iranian	ADJ	JJ	_	8	amod	_	_
8	doctors	doctor	NOUN	NNS	_	6	pobj	_	_
9	dancing	dance	VERB	VBG	_	5	advcl	_	_
10	#	#	SYM	$	_	11	nmod	_	_
11	coronavirus	coronavirus	NOUN	NN	_	9	dobj	_	_"
"@SarcasmMother Hah, jokes on coronavirus, im glad this didn't go viral",positive,"# text = @SarcasmMother Hah, jokes on coronavirus, im glad this didn't go viral
1	@SarcasmMother	@sarcasmmother	ADV	RBR	_	2	advmod	_	_
2	Hah	hah	ADJ	JJ	_	9	oprd	_	_
3	,	,	PUNCT	,	_	2	punct	_	_
4	jokes	joke	NOUN	NNS	_	2	appos	_	_
5	on	on	ADP	IN	_	4	prep	_	_
6	coronavirus	coronavirus	NOUN	NN	_	5	pobj	_	_
7	,	,	PUNCT	,	_	9	punct	_	_
8	i	I	PRON	PRP	_	9	nsubj	_	_
9	m	m	VERB	VBP	_	0	ROOT	_	_
10	glad	glad	ADJ	JJ	_	9	acomp	_	_
11	this	this	PRON	DT	_	14	nsubj	_	_
12	did	do	AUX	VBD	_	14	aux	_	_
13	n't	not	PART	RB	_	14	neg	_	_
14	go	go	VERB	VB	_	10	ccomp	_	_
15	viral	viral	ADJ	JJ	_	14	advmod	_	_"
